Localidad	Derivado		Boca de expendio					Dirección			Bandera		Precio sin impuesto	Precio final	Volumen informado (m3)		Exento
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Congreso 4801 (esq. Galvan)			AXION		1.701,49	2.399,00	112,62		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					AV. F. Beiró 5501 esq. Moliere			AXION		1.701,49	2.399,00	139,42		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av.Cordoba 5657 (esq. Bonpland)			AXION		1.693,23	2.389,00	140,56		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av Los Incas 3550			AXION		1.693,23	2.389,00	97,81		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Autopista Gral. Paz 11200 (esq. Humaitá)			AXION		1.701,49	2.399,00	191,27		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Libertador 2587 (esq. J. Salguero)			AXION		1.701,49	2.399,00	264,40		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Gaona 2399 (esq Trelles)			AXION		1.693,23	2.389,00	96,01		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Cabildo 685/89/90/95 (esq. Olleros)			AXION		1.701,49	2.399,00	121,69		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Av. Mosconi 2500 (esq. J.G. de Artigas)			AXION		1.701,49	2.399,00	136,00		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Emilio Castro 6512 (esq. Cafayate)			AXION		1.684,96	2.379,00	137,14		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					San Martín 1521 (esq. Luis Viale)			AXION		1.726,28	2.429,00	87,29		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					J. B. Justo 8005 (esq. Lope De Vega)			AXION		1.693,23	2.389,00	123,58		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA					Las Heras 2499 (esq. Galileo)			AXION		1.701,49	2.399,00	122,52		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PASGAL S.A.					ATUEL 1093			SHELL C.A.P.S.A.		1.715,18	2.429,00	29,44		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PERFORMANCE FUELS SRL					AV BEIRO 4610			SHELL C.A.P.S.A.		1.700,95	2.429,00	181,77		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PETROLFE S.A.					Av.San Juan 2901			YPF		1.573,30	2.244,39	119,68		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PROINCO SA					AV. LA PLATA 901			YPF		1.524,94	2.239,00	100,43		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PROODOS SA					AV. JUAN B. JUSTO 5315			YPF		1.580,77	2.252,00	128,30		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PROYECTOS SUSTENTABLES S.A.					LISANDRO DE LA TORRE 2179			YPF		1.531,52	2.239,00	78,38		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		PSF UNISERVICIOS S.R.L					Jose m.Moreno 1483			YPF		1.571,88	2.239,00	105,64		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		RED PETROL S.A.					AV.CNEL ROCA 6787			YPF		1.591,43	2.239,00	139,30		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		REFINERIA BAHIA BLANCA S.A.U.					VELEZ SARFIELD 522 0 ESQ. CORTEJARENA			PUMA		1.669,98	2.352,00	20,38		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		RERIFE S.A.					AV. JUAN BAUTISTA ALBERDI 100			YPF		1.572,21	2.239,00	272,81		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		RIO DE JANEIRO SA.					RIO DE JANEIRO 464			YPF		1.593,47	2.259,00	52,80		SI
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		RIVAGAS S.A.					AV. RIVADAVIA 8101			YPF		1.562,73	2.239,00	43,52		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		ROAL SRL					MARIANO ACOSTA 1195			SHELL C.A.P.S.A.		1.715,96	2.429,00	68,59		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		ROBERTO OTERO Y JAVIER LOPEZ SH					Av Rivadavia 6045			YPF		1.571,90	2.239,00	69,20		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		ROBERTO OTERO Y JAVIER LOPEZ SH					AV DIRECTORIO 802			YPF		1.571,90	2.239,00	176,51		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		ROCCA COMBUSTIBLES S.A.					Av. Juan B. Alberdi 7019			SHELL C.A.P.S.A.		1.742,81	2.449,00	98,09		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		ROCCA COMBUSTIBLES S.A.					AV. ENTRE RIOS 1890			SHELL C.A.P.S.A.		1.726,28	2.429,00	61,10		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		ROCCA COMBUSTIBLES S.A.					AV. ENTRE RIOS 1803			SHELL C.A.P.S.A.		1.726,28	2.429,00	61,41		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		ROJO Y AMARILLO S.R.L.					A.THOMAS 2010			SHELL C.A.P.S.A.		1.707,61	2.439,00	173,72		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		SAN JORGE S.A.					AV JUAN B. JUSTO Nº 9091			SHELL C.A.P.S.A.		1.742,81	2.449,00	60,98		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		SAN JUAN Y SOLIS ALVAREZ Y DI LEVA S.A.					AV. SAN JUAN 1701			YPF		1.569,26	2.239,00	171,43		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		SERVICES NAON SRL					OLAZABAL 3690			YPF		1.580,07	2.246,00	86,14		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		SERVICIO ESCALADA S.A.					ESACALADA 678			YPF		1.572,84	2.245,00	110,39		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		SERVICIOS TIGRE S.A:					JUAN B. JUSTO 4490			SHELL C.A.P.S.A.		1.723,92	2.429,00	47,88		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		SERVINORTE S.A.					PARAGUAY 1676 Y ARTURO CAPDEVILA			YPF		1.647,05	2.284,00	260,44		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		SOLMAY S.R.L					AV. JUAN BAUTISTA ALBERDI 4402			YPF		1.572,17	2.252,00	51,49		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		SUCESORES DE LOPEZ ALDAO Y CIA. S.R. L.					AV. SAN MARTI­N 7001			YPF		1.582,48	2.255,00	113,73		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		SUPER SERVICIOS SA					AV AVELLANEDA 1628			YPF		1.466,11	2.252,00	113,62		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		SUPER SERVICIOS S.A.					EUSTAQUIO CAMBIESES 1780			YPF		1.454,96	2.239,00	33,79		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		SUPER SERVICIOS S.A.					AV. LIBERTADOR 5002			YPF		1.484,36	2.284,00	241,57		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		TECNOLOGIA D´ATRI SRL					BRASIL 2984			AXION		1.726,73	2.429,00	48,03		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		TERGEN SRL					Directorio 2578			YPF		1.572,29	2.239,00	151,55		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		TRIGAS S.A.					AV.CNEL.ROCA N° 6883			SHELL C.A.P.S.A.		1.826,98	2.499,00	83,93		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		UBR S.A.					Avda Juan B Justo 3508			YPF		1.556,26	2.255,00	80,20		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		UNENS S.R.L.					ESPINOSA 605			YPF		1.530,53	2.252,00	99,84		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		UNICOMB S.R.L					Ramón L. Falcón 6398			AXION		1.287,00	2.399,00	74,64		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		VERSALLES MULTISERVICE SRL					IRIGOYEN 1260			SHELL C.A.P.S.A.		1.741,63	2.449,00	119,57		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		VICINI COMBUSTIBLES S.A.					AVENIDA DIRECTORIO 5698			SHELL C.A.P.S.A.		1.739,43	2.449,00	52,32		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		WHITE S.R.L.					AV. DIRECTORIO 4586			GULF		1.596,53	2.272,00	18,18		NO
CAPITAL FEDERAL	Nafta (premium) de más de 95 Ron		YAPAY NEASA S.R.L.					AV. BALBIN 3560			SHELL C.A.P.S.A.		1.739,50	2.449,00	188,25		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		WHITE S.R.L.					AV. DIRECTORIO 4586			GULF		1.408,10	2.044,00	48,23		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PROINCO SA					AV. LA PLATA 901			YPF		1.359,63	2.035,00	208,38		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA					AV. CABILDO 4108			YPF		1.472,47	2.051,00	404,12		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA					VELEZ SARFIELD 850			YPF		1.456,23	2.032,00	352,11		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		COLON SRL					Av. de los Constituyentes 3516			SHELL C.A.P.S.A.		1.759,22	2.129,00	90,47		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PROODOS SA					AV. JUAN B. JUSTO 5315			YPF		1.406,56	2.045,00	363,23		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PROYECTOS SUSTENTABLES S.A.					LISANDRO DE LA TORRE 2179			YPF		1.350,83	2.032,00	218,64		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		TRIGAS S.A.					AV.CNEL.ROCA N° 6883			SHELL C.A.P.S.A.		1.484,10	2.139,00	210,76		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		OPESSA					AV CORDOBA 5984 Y DORREGO			YPF		1.472,47	2.051,00	319,25		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		NUESTRO SOSIEGO SA					DONATO ALVAREZ 2290			YPF		1.406,40	2.045,00	195,95		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		NOCEDA S.A.					Warnes 236			YPF		1.418,50	2.045,00	143,63		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		CHICLANA 3827 SRL					CHICLANA 3827			BLANCA		1.721,31	2.099,00	10,75		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		NAFPUR XXI SA.					Zelarrayan 5530			YPF		1.416,43	2.032,00	330,91		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		PSF UNISERVICIOS S.R.L					Jose m.Moreno 1483			YPF		1.400,69	2.032,00	262,73		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		NAFPUR S.A.					Larrazabal 3645			YPF		1.416,23	2.032,00	301,16		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		MONTES DE OCA 1885 S.R.L.					MONTES DE OCA 1885			SHELL C.A.P.S.A.		1.489,92	2.149,00	300,28		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		MAURER & GRUMELLI S.R.L.					MIRANDA 5317			YPF		1.406,31	2.045,00	433,10		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		CASTAÑO AUTOVOX SRL					AV Tte Gral DELLEPIANE 5950			SHELL C.A.P.S.A.		1.197,94	2.139,00	78,00		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		RED PETROL S.A.					AV.CNEL ROCA 6787			YPF		1.408,64	2.032,00	391,27		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		MADRO S.A.					AV. AMANCIO ALCORTA 2711			YPF		1.327,16	2.047,00	111,40		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		LEJEM S.A.					INTENDENTE RABANAL 1733			AXION		1.444,88	2.099,00	145,40		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		LE BRETON S.R.L.					CONGRESO 4008			YPF		1.409,82	2.050,00	200,00		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		REFINERIA BAHIA BLANCA S.A.U.					VELEZ SARFIELD 522 0 ESQ. CORTEJARENA			PUMA		1.437,74	2.067,00	156,55		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		CASTAÑO AUTOVOR SRL					AUT DELLEPIANE 6017 MANO PROVINCIA			SHELL C.A.P.S.A.		1.197,94	2.139,00	36,00		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		LA QUINTA ESTACION S.R.L.					AV.GRAL.MOSCONI 3289			YPF		1.420,71	2.052,00	384,69		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		LAFUENTE COMBUSTIBLESS.R.L.					AVDA. RABANAL 2999			BLANCA		1.466,05	2.095,00	1,43		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		UBR S.A.					Avda Juan B Justo 3508			YPF		1.401,75	2.045,00	234,19		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		KLIVE S.A.					COLPAYO 406			YPF		1.405,96	2.045,00	146,64		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		RERIFE S.A.					AV. JUAN BAUTISTA ALBERDI 100			YPF		1.400,96	2.032,00	421,29		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		KINKA S.A.					AV.RAUL S. ORTIZ 1406			SHELL C.A.P.S.A.		1.475,92	2.129,00	197,13		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		Juan B. Justo 1333 S. A.					AV. JUAN B. JUSTO 1333			SHELL C.A.P.S.A.		1.482,66	2.139,00	133,98		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		JONTE 3386 SRL					JONTE 3386			YPF		1.676,68	2.045,00	292,70		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ALBERDI 2299 SRL					AV. JUAN B. ALBERDI 2299			SHELL C.A.P.S.A.		1.428,33	2.129,00	139,77		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		RIO DE JANEIRO SA.					RIO DE JANEIRO 464			YPF		1.410,27	2.045,00	142,64		SI
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		INV-EST S.C.A.					AV. ASAMBLEA 1502			SHELL C.A.P.S.A.		1.158,33	2.129,00	174,00		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		RIVAGAS S.A.					AV. RIVADAVIA 8101			YPF		1.396,34	2.032,00	108,24		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		CASAMASSIMA LEANDRO OMAR Y CASAMASSIMA MARTIN ALEJANDRO S.H.					Avenida La Plata 1614			PUMA		1.157,70	2.097,00	55,40		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		INCAT S.R.L.					AV. INDEPENDENCIA 2701			YPF		1.400,74	2.032,00	573,31		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		IMPIERI, PIÑEIRO, RIZZO Y ASOC. S.A.					Mexico 2701			SHELL C.A.P.S.A.		1.484,78	2.129,00	180,81		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		HUACALERA SRL					Av. Juan de Garay 2780			YPF		1.397,94	2.035,00	257,90		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		CARACAS COMBUSTIBLE SRL					AV. GAONA 2886 Y CARACAS			SHELL C.A.P.S.A.		1.475,68	2.129,00	148,67		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		GOPA S.A.					NOGOYA 3641			YPF		1.408,93	2.045,00	123,96		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ROAL SRL					MARIANO ACOSTA 1195			SHELL C.A.P.S.A.		1.456,23	2.129,00	121,72		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ASAMUL S.R.L.					AV SAN MARTIN 3500			SHELL C.A.P.S.A.		1.478,28	2.129,00	97,15		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		GOMCOM S.A.					AV F.F.DE LA CRUZ 3205			SHELL C.A.P.S.A.		1.494,94	2.129,00	136,97		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ROBERTO OTERO Y JAVIER LOPEZ SH					Av Rivadavia 6045			YPF		1.400,25	2.032,00	154,04		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		GHIOLDI HNOS.S.A.DE T.C.I.Y F.					AV.AMANCIO ALCORTA Y LOS PATOS			BLANCA		1.501,48	2.169,00	13,79		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		UNENS S.R.L.					ESPINOSA 605			YPF		1.356,56	2.045,00	181,55		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ROBERTO OTERO Y JAVIER LOPEZ SH					AV DIRECTORIO 802			YPF		1.400,25	2.032,00	337,43		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		GC CONGRESO S.R.L					ENTRE RIOS 1102			PUMA		1.404,89	2.039,00	277,46		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		CALITRI FILOMENA LUCIA Y NIETO HORACIO ALFREDO					AVDA ESCALADA 2951			YPF		1.400,91	2.032,00	176,43		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		GASPARQUE S.A.					AV. DR. RICARDO BALBIN 5041			YPF		1.424,29	2.050,00	355,28		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ROCCA COMBUSTIBLES S.A.					Av. Juan B. Alberdi 7019			SHELL C.A.P.S.A.		1.486,61	2.139,00	117,48		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		GASOLEO S.A.					Av. Juan B. Alberdi 7500			YPF		1.395,49	2.032,00	228,75		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		BRAMO S.A.					AV. JUAN B. JUSTO 4407			SHELL C.A.P.S.A.		1.481,43	2.149,00	83,55		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		GARAGE Y EST.DE SERV.EL PROGRESO S.A.					AV. OLIVERA 1136			YPF		1.398,00	2.032,00	74,00		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ROCCA COMBUSTIBLES S.A.					AV. ENTRE RIOS 1890			SHELL C.A.P.S.A.		1.478,35	2.129,00	106,43		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		FUENTE DE PETRÓLEO S.A.					AV.ALVAREZ JONTE 2695			YPF		1.420,65	2.342,00	204,77		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		FGC FUELS MARKETING SA					Famatina 3387			SHELL C.A.P.S.A.		1.420,34	2.129,00	129,47		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		YAPAY NEASA S.R.L.					AV. BALBIN 3560			SHELL C.A.P.S.A.		1.483,06	2.139,00	237,99		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		FAST OIL S.A.					AV. SAN MARTIN 2401			SHELL C.A.P.S.A.		1.411,25	2.149,00	99,44		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ROCCA COMBUSTIBLES S.A.					AV. ENTRE RIOS 1803			SHELL C.A.P.S.A.		1.478,35	2.129,00	117,81		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ESTADÍAS Y SERVICIOS SA					ALMAFUERTE 187			AXION		1.444,31	2.099,00	140,70		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ROJO Y AMARILLO S.R.L.					A.THOMAS 2010			SHELL C.A.P.S.A.		1.459,70	2.139,00	210,15		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		UNICOMB S.R.L					Ramón L. Falcón 6398			AXION		1.130,00	2.099,00	114,61		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ESTACION SERVICIO SHELL ACENAF					AV.DE LOS CONTITUYENTES 4435			SHELL C.A.P.S.A.		1.475,60	2.129,00	130,80		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ESTACION S.A.					Asamblea 19			SHELL C.A.P.S.A.		1.168,31	2.149,00	110,00		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ESTACION LIMA S.R.L.					Lima 835			SHELL C.A.P.S.A.		1.478,35	2.129,00	676,53		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ESTACION DE SERVICIO VAZQUEZ HNOS.SRL					Piedrabuena 4611			PUMA		1.466,88	2.096,00	89,10		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ESTACION DE SERVICIOS SANTA TERESITA					AV. EVA PERON 3668			PUMA		1.410,58	2.047,00	111,24		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ESTACION DE SERVICIOS AVALOS S.A.					AV.DE LOS INCAS 4801			YPF		1.420,27	2.052,00	294,18		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ESTACIÓN DE SERVICIO SAAVEDRA S.R.L.					CRISÓLOGO LARRALDE 4688			YPF		1.625,00	2.052,00	191,37		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		BOYACA C.I.S.A.					AV.ELCANO 4000			YPF		1.414,71	2.052,00	139,59		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		SAN JORGE S.A.					AV JUAN B. JUSTO Nº 9091			SHELL C.A.P.S.A.		1.486,61	2.139,00	115,16		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		SAN JUAN Y SOLIS ALVAREZ Y DI LEVA S.A.					AV. SAN JUAN 1701			YPF		1.398,18	2.032,00	444,64		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		AVELLANEDA 2411 S.R.L.					AV. AVELLANEDA 2411			SHELL C.A.P.S.A.		1.478,35	2.129,00	142,51		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ESTACION DE SERVICIO NORTEÑA SRL					Av Ricardo Balbin 4491			YPF		1.259,24	2.048,00	499,40		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ESTACIÓN DE SERVICIO LASCANO 2000 SA					NAZCA 2502			SHELL C.A.P.S.A.		1.479,69	2.129,00	160,96		SI
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		SERVICES NAON SRL					OLAZABAL 3690			YPF		1.411,30	2.048,00	178,56		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		AUTOMOVIL CLUB ARGENTINO					AV.DEL LIBERTADOR 1850			YPF		1.413,06	2.039,00	583,43		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ESTACION DE SERVICIO ALCOVER SRL					AV. EVA PERON 7460			SHELL C.A.P.S.A.		1.486,61	2.139,00	255,03		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		SERVICIO ESCALADA S.A.					ESACALADA 678			YPF		1.401,75	2.032,00	223,97		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		ANALIA SUSANA MARTINEZ					AV. LARRAZABAL 801			YPF		1.285,77	2.032,00	51,00		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		EMICAS SRL					AV. EMILIO CASTRO 7541			AXION		1.398,00	2.097,00	134,60		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DTP SA					AV. RIVADAVIA 10984			PUMA		1.344,44	2.027,00	204,05		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEVOTO STATION SA					Av. Chiclana 3702			SHELL C.A.P.S.A.		1.522,23	2.185,00	186,64		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DESTINATUM S.A.					Av Eva Peron 6102			YPF		1.400,73	2.032,00	80,75		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.I.F.I.					AV. GRAL. PAZ 5400- MANO PROVINCIA.			SHELL C.A.P.S.A.		1.503,14	2.159,00	453,90		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.I.F.I.					AV. GRAL. PAZ 5500- MANO CAPITAL.			SHELL C.A.P.S.A.		1.503,14	2.159,00	493,91		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		SERVICIOS TIGRE S.A:					JUAN B. JUSTO 4490			SHELL C.A.P.S.A.		1.476,26	2.129,00	92,95		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		VERSALLES MULTISERVICE SRL					IRIGOYEN 1260			SHELL C.A.P.S.A.		1.485,40	2.139,00	182,65		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.I.F.I.					LIBERTADOR 550			SHELL C.A.P.S.A.		1.486,61	2.139,00	521,71		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		AUTOMOVIL CLUB ARGENTINO					AV.MONTES DE OCA Y M.GARCIA			YPF		1.400,74	2.047,00	335,73		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		SERVINORTE S.A.					PARAGUAY 1676 Y ARTURO CAPDEVILA			YPF		1.468,01	2.051,00	498,32		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		DEHEZA S.A.I.C.I.F.I.					MAZA 391/97			SHELL C.A.P.S.A.		1.478,35	2.129,00	198,75		NO
CAPITAL FEDERAL	Nafta (súper) entre 92 y 95 Ron		SOLMAY S.R.L					AV. JUAN BAUTISTA ALBERDI 4402			YPF		1.400,80	2.048,00	146,33		NO
